"title","url","content"
"Video: Dengar Lagi Omongan Budi Arie soal Fufufafa","https://www.pikiran-rakyat.com/news/pr-018625665/ke-mana-gibran-hilang-usai-polemik-fufufafa-tapi-nonton-konser-bruno-mars",NA
"CEK FAKTA: Pemilik Akun Fufufafa Terkuak, Anies Baswedan Segera Gantikan Gibran Jadi Wapres Prabowo","https://www.kompasiana.com/chazali/66fc1bcbed6415257249cf52/fufufafa-runtuhnya-moral-anak-bangsa","                 Mantan Ketua DJSN 2011-2015.  Dosen Kebijakan Publik FISIP UNAS; Direktur Social Security Development Institute, Ketua Dewan Pakar Lembaga Anti Fraud Asuransi Indonesia (LAFAI).                 Selanjutnya Tutup Akun fufufafa sedang menjadi trendy di dunia maya maupun perbincangan sehari-hari dikalangan berbagai lapisan masyarakat, termasuk ahli telematika seperti Roy Suryo, yang menyimpulkan bahwa pemilik akun itu diduga keras  Gibran Rakabuming Raka  Wakil Presiden terpilih 2024-2029.  Walaupun Gibran sendiri membantahnya dan Menkominfo juga membantah milik Gibran, tetapi belum dapat membuktikan milik siapa. Sebenarnya menurut Roy Suryo, tim Cyber Polri dapat melacak dan menginvestigasi siapa pemilik akun fufufafa itu. Sangat mudah dan tidak perlu banyak waktu, cukup 2 hari.  Mungkin saja APH (Aparat Penegak Hukum) akan melacak dan mringkus pemilik akun fufufafa sesudah tanggal 20 Oktober 2024 karena berisi hinaan kepada Prabowo Presiden terpilih dan keluarga, dengan kalimat yang tidak senonoh, dan berbau porno. Bahkan ada yang nyerempet kepada persoalan sensitif terkait agama. Kalangan netizen, dan kelompok generasi muda bangsa ini yang jumlahnya lebih dari 50% dari jumlah penduduk, tidak suka dan marah kepada pemilik akun fufufafa. Sepertinya kebebasan penggunaan media sosial yang  begitu leluasa, digunakan untuk kepentingan yang tidak produktif, bahkan menggambarkan sedang rusaknya pola pikir, dan moral generasi muda Indonesia. Ribuan kata-kata di akun fufufafa itu, sepertinya ditulis oleh seseorang yang otaknya penuh comberan, bau busuk, jorok, dan tidak berpendidikan. Lebih berbahaya lagi jika yang membuat akun itu pecandu narkotika, yang suka berhalusinasi, dan kehilangan keseimbangan mental dengan nalar yang dangkal.  Kita yang sempat membacanya beberapa cuitan di akun fufufafa, sudah terasa mual mau muntah, dan sepertinya kita tidak sedang berada di negara yang bernama Indonesia yang penuh sopan santun, tata krama dan menghormati mereka yang lebih tua. Kita tidak usah bicara aspek politik, momentum dimunculkan isi akun fufufafa itu saat ini, menjelang pelantikan Presiden dan Wakil Presiden, atau karena motivasi rasa benci, tidak senang, dan kegeraman terhadap seseorang, tapi marilah kita merenungkannya ""apakah sudah separah itukah mental dan karakter sebagian  generasi muda' dalam interaksi  sosial bermasyarakat. Siapapun yang menyatakan dirinya sebagai orang tua, kerusakan hubungan sosial ini tidak bisa dibiarkan begitu saja. Bagaimana perasaan kita sebagai orang tua, ada anak muda berusia 30-40 tahun menghina, mengata-ngatai, menjelek-jelekan, merendahkan terhadap orang tua berusia 70-75 tahun beserta keluarga secara terbuka di media sosial.  Adat budaya mana dari suku bangsa kita ini yang mengajarkan hal seperti itu?. Jujur saja, itu semua tidak terlepas kesalahan kita sebagai orang tua. Sudah sejauh mana mendidik anak-anak kita. apakah kita orang tua sudah menjadi role model bagi keluarganya? Apakah pola hidup hedon anak-anak kita tidak terlepas karena fasilitas dan peluang yang disediakan oleh orang tua itu sendiri. Kita berharap benar bantahan Gibran, bahwa akun fufufafa itu bukan miliknya. Supaya itu tidak menjadi skandal moral berlevel nasional. Karena Gibran itu disamping Wakil Presiden terpilih,bekas Walikota Solo dan anak Presiden Jokowi. "
"Gibran Tak Hadiri Pelantikan DPR RI, Stefan Antonio: Sejak Fufufafa Muncul Jarang Banget Kelihatan Ya??","https://www.suara.com/tekno/2024/10/01/144537/cuitan-lawas-kaesang-ucapkan-selamat-ulang-tahun-untuk-gibran-dan-fufufafa-viral-netizen-happy-birthday-pak-wapres","Suara.com - Cuitan lawas putra bungsu Jokowi, Kaesang Pangarep kembali menjadi viral. Dalam cuitan lawasnya tersebut, Kaesang mengucapkan selamat ulang tahun untuk kakaknya, Gibran Rakabuming yang hari ini, Selasa (1/10/2024) berusia 37 tahun. Viral di X, cuitan lawas Kaesang Pangarep ini diunggah oleh akun @JhonSitorus_18 ke laman media sosial tersebut. Menariknya, dalam unggahan tersebut, Kaesang menandai akun lawas Gibran @rkgbrn. Diduga bahwa akun ini memiliki kaitan dengan akun Kaskus Fufufafa yang diduga adalah milik Gibran Rakabuming. Hal tersebut nampak dalam salah satu postingan Fufufafa di media sosial tersebut. ""On this day, tepat 13 tahun yang lalu pada 1 Oktober 2011, Mas Kaesang mengucapkan selamat ulang tahun kepada Ibu Iriana Jokowi dan Mas Gibran, pemilik akun Kaskus Fufufafa. Sehat-sehat ya kalian sekeluarga"" tulis akun tersebut. Baca Juga: Warganet Temukan Kemiripan Profesor yang Beri Gelar Raffi Ahmad dan Gibran Rakabuming Raka Dalam screenshot yang diunggah, Kaesang Pangarep melalui akun @kaesangp mengucapkan selamat ulang tahun untuk sang ibu, Iriana Jokowi serta kakaknya, Gibran Rakabuming. ""Selamat ultah ibuk sama mas @rkgbrn"" tulis Kaesang. Di sisi lain, terlihat di salah satu postingan akun Kaskus Fufufafa, dirinya mengaku memiliki akun X dengan username @rkgbrn. Akun ini sayangnya sudah tidak bisa lagi digunakan karena ia lupa password dan tidak bisa log in. Viral di X, cuitan lawas Kaesang Pangarep ucapkan selamat ulang tahun untuk Gibran Rakabuming dan Fufufafa ini lalu menuai berbagai komentar dari netizen usai diunggah oleh akun @JhonSitorus_18. ""Happy birthday Pak Wapres @gibran_tweet"" balas netizen. Baca Juga: Kelakar Kaesang Kasih Hadiah Jet Pribadi, Buktikan Jurang Ketimpangan Kaya dan Miskin yang Makin Lebar di Era Jokowi ""Kok sepi-sepi aja, padahal ada yang ultah"" komentar akun lainnya. ""Hahaha nongol juga ya bang, jadi inget kan"" ungkap netizen. ""Diingetin terus biar enggak lupa"" tulis akun lainnya membalas. BERITA TERKAIT REKOMENDASI TERKINI FOTO VIDEO"
"Prabowo, Gibran in regular contact despite 'Fufufafa' furor: Gerindra","https://www.suara.com/lifestyle/2024/10/01/143039/gibran-ulang-tahun-di-tengah-polemik-fufufafa-warganet-doakan-begini-semoga-lo","Suara.com - Wakil Presiden terpilih Gibran Rakabuming Raka berulang tahun ke-37 pada Selasa (1/10/2024). Ia pun mendapat banyak ucapan selamat dari banyak pihak. Seperti dilansir dari media sosial X, tampak sejumlah ucapan selamat ulang tahun dari warganet untuk putra sulung Presiden Joko Widodo alias Jokowi tersebut. Salah seorang pegiat media sosial berakun @/JhonSitorus_18 bahkan membuat unggahan khusus untuk mengucapan selamat ulang tahun untuk Gibran sekaligus Iriana Jokowi. Beda dari yang lain, saat mengucapkan selamat ulang tahun, Jhon Sitorus menyinggung unggahan lawas akun Kaskus kontroversial Fufufafa yang diduga milik Gibran. Baca Juga: Unggahan Fufufafa Soal Raffi Ahmad Kembali Dibahas Warganet: Kali Ini Setuju ""On this day, tepat 13 tahun yang lalu pada 1 Oktober 2011,"" tulis Jhon Sitorus sambil mengunggah tangkap layar ungggahan lawas akun Fufufafa. ""Mas Kaesang mengucapkan selamat ulang tahun ke Ibu Iriana dan Mas Gibran, pemilik akun kaskus Fufufafa. Sehat-sehat ya kalian sekeluarga,"" sambungnya. Lebih lanjut, ditilik dari hasil pencarian di X dengan kata kunci ""Gibran ulang tahun"", tampak sejumlah ucapan selamat ulang tahun yang diberikan warganet kepada Gibran. ""Selamat tidak ulang tahun untuk Gibran alias Fufufafa. Semoga lo enggak akan jadi wapres,"" ujar warganet. ""Selamat ulang tahun @gibran_tweet a.k.a Fufufafa. Selamat menghancurkan Indonesia 5 tahun ke depan,"" timpal warganet. Baca Juga: Pakai Ilmu Behavior Neuroscience, Cuitan Fufufafa Disebut Mirip Gejala Skizofrenia, Dokter Tifa: Kirim ke RSJ Meskipun ada beberapa warganet yang melontarkan ucapan ulang tahun bernada sarkasme, banyak pula warganet yang benar-benar mendoakan Gibran. ""Selamat ulang tahun Ibu Iriana dan Mas Gibran. Sehat selalu dan selalu dalam lindungan-Nya,"" kata warganet. ""Selamat ulang tahun Pak Wapres terpilih. Bersiaplah pelantikan mengemban tugas baru,"" komentar warganet lain. BERITA TERKAIT REKOMENDASI TERKINI FOTO VIDEO"
"Ke Mana Gibran? Hilang usai Polemik Fufufafa Tapi Nonton Konser Bruno Mars","https://support.google.com/websearch%3Fp%3Dws_settings_location%26hl%3Did&opi=89978449","Learn more aboutGoogle's Product Experts Program"
"Fufufafa, Runtuhnya Moral Anak bangsa - Kompasiana.com","https://accounts.google.com/ServiceLogin%3Fcontinue%3Dwww.google.com/search%253Fq%253Dfufufafa%2526sca_esv%253D83deed022e42a993%2526tbm%253Dnws%2526sxsrf%253DADLYWIKemoFvmXrC9i0vvJSKqHoWKwIcag:1727880613949%2526ei%253DpV39ZsrBOajx4-EP7P-ayAU%2526ved%253D0ahUKEwiKqNXx-O-IAxWo-DgGHey_BlkQ4dUDCA0%2526uact%253D5%2526oq%253Dfufufafa%2526gs_lp%253DEgxnd3Mtd2l6LW5ld3MiCGZ1ZnVmYWZhSLgCUABYAHAAeACQAQCYAQCgAQCqAQC4AQPIAQD4AQGYAgCgAgCYAwCSBwCgBwA%2526sclient%253Dgws-wiz-news0%26hl%3Did&opi=89978449",NA
"Cuitan Lawas Kaesang Ucapkan Selamat Ulang Tahun untuk Gibran dan Fufufafa Viral, Netizen: Happy Birthday Pak Wapres!","https://maps.google.com/maps%3Fq%3Dfufufafa%26sca_esv%3D83deed022e42a993%26sxsrf%3DADLYWIKemoFvmXrC9i0vvJSKqHoWKwIcag:1727880613949%26uact%3D5%26gs_lp%3DEgxnd3Mtd2l6LW5ld3MiCGZ1ZnVmYWZhSLgCUABYAHAAeACQAQCYAQCgAQCqAQC4AQPIAQD4AQGYAgCgAgCYAwCSBwCgBwA%26um%3D1%26ie%3DUTF-8%26ved%3D1t:200713%26ictx%3D111&opi=89978449",NA
"Gibran Ulang Tahun di Tengah Polemik Fufufafa, Warganet Doakan Begini: Semoga Lo...","https:///search%3Fq%3Dfufufafa%26sca_esv%3D83deed022e42a993%26ie%3DUTF-8%26tbm%3Dshop%26source%3Dlnms%26ved%3D1t:200713%26ictx%3D111&opi=89978449",""
"Cek Fakta: Prabowo Resmi Maju Tanpa Gibran Imbas Akun Fufufafa","https://nasional.tempo.co/read/1922574/serba-serbi-fufufafa-roy-suryo-dilaporkan-hingga-dianggap-bikin-laporan-lucu",""
"Video: Dengar Lagi Omongan Budi Arie soal Fufufafa","https://radarsolo.jawapos.com/nasional/845150195/tak-gentar-usai-dilaporkan-roy-suryo-justru-sebut-fufufafa-yang-diduga-gibran-jangan-dimaafkan-begitu-saja-sudah-jelas",NA
"CEK FAKTA: Pemilik Akun Fufufafa Terkuak, Anies Baswedan Segera Gantikan Gibran Jadi Wapres Prabowo","https://www.suara.com/video/2024/10/02/165957/blunder-pernyataan-ade-armando-memang-kenapa-kalau-fufufafa-punya-gibran","Suara.com - Masalah @/fufufafa kembali disorot setelah Politisi Partai Solidaritas Indonesia (PSI) Ade Armando mengungkitnya di salah satu video dan menjadi viral di platform X. Dilihat di video unggahan akun X @/BosPurwa, Ade Armando awalnya mengaku tidak percaya jika akun @/fufufafa yang meresahkan adalah milik Gibran. “Saya sendiri memang tidak percaya bahwa Gibran adalah pemilik akun @/fufufafa yang menyerang Prabowo dengan cara yang sangat merendahkan,” kata Ade, dikutip pada Sabtu (28/9/2024). “Tapi kalau buat saya, persoalan intinya, kalau sekitar 10-11 tahun yang lalu Gibran pemilik akun @/fufufafa, memang kenapa?” sambungnya. Selengkapnya dalam video ini.  VO/Video Editor: Lulu/Faiz BERITA TERKAIT REKOMENDASI TERKINI FOTO VIDEO"
"Gibran Tak Hadiri Pelantikan DPR RI, Stefan Antonio: Sejak Fufufafa Muncul Jarang Banget Kelihatan Ya??","https://www.suara.com/news/2024/09/30/232523/cek-fakta-prabowo-resmi-maju-tanpa-gibran-imbas-akun-fufufafa","Suara.com - Sebuah akun YouTube bernama Pilihan Rakyat mengunggah video pada 26 September 2024 yang mengklaim bahwa Prabowo Subianto akan maju tanpa Gibran Rakabuming Raka sebagai dampak dari munculnya akun fufufafa. Klaim tersebut disampaikan dalam judul dan thumbnail video. Namun, setelah ditelusuri lebih lanjut, isi video berdurasi 11 menit itu tidak mendukung klaim yang disampaikan. Video tersebut memuat potongan-potongan video dari berbagai sumber yang membahas isu terkini tentang akun fufufafa yang sedang menjadi perhatian publik. Baca Juga: Mengenal Sisi Lain Prabowo Subianto yang akan Dilantik Menjadi Presiden RI Pada menit ke 2:29, pengunggah menggunakan potongan video dari akun YouTube Abraham Samad SPEAK UP. Selain itu, pada menit ke 4:26, video tersebut juga menampilkan cuplikan dari kanal YouTube Rocky Gerung Official dengan judul ""Heboh! Trending, Gerakan Pasang Foto Presiden Prabowo Saja. Gibran Diganti Fufufafa"". Meskipun video itu memuat berbagai pandangan, tidak ada bukti yang mendukung klaim bahwa Prabowo akan maju tanpa Gibran sebagai dampak langsung dari munculnya akun fufufafa. Dengan demikian, klaim yang dibuat oleh akun Pilihan Rakyat tidak akurat dan menyesatkan. Penonton diimbau untuk lebih kritis dalam menyaring informasi yang mereka terima dari media sosial, terutama terkait isu politik yang sensitif. Baca Juga: Lengser dari Pimpinan DPR, Cak Imin Blak-blakan Ogah jadi Menteri di Kabinet Prabowo, Kenapa? Sebagai informasi, pelantikan Presiden Terpilih Prabowo Subianto dan Wakil Presiden Terpilih Gibran Rakabuming Raka akan dilaksanakan pada 20 Oktober 2024. BERITA TERKAIT REKOMENDASI TERKINI FOTO VIDEO"
"Prabowo, Gibran in regular contact despite 'Fufufafa' furor: Gerindra","https://20.detik.com/detikupdate/20241002-241002074/video-dengar-lagi-omongan-budi-arie-soal-fufufafa","Menteri komunikasi dan informasi Budi Arie enggan berkomentar terkait akun Fufufafa saat ditanya perkembangan mencari pemilik akun tersebut. Padahal beberapa waktu lalu Budi Aire bakal mengungkap dan mengumumkan jika sudah menemukan pemilik akun tersebut."
"Ke Mana Gibran? Hilang usai Polemik Fufufafa Tapi Nonton Konser Bruno Mars","https://www.bisnis.com/read/20241001/638/1803902/cek-fakta-pemilik-akun-fufufafa-terkuak-anies-baswedan-segera-gantikan-gibran-jadi-wapres-prabowo","                     Konten Premium                  Bisnis.com, JAKARTA - Tengah viral sebuah isu yang menyebut jika Anies Baswedan akan menggantikan Gibran jadi Wapres Prabowo Subianto. Dalam narasi konten yang viral di YouTube itu, Anies disebut akan menggantikan Gibran sebagai Wapres pada pelantikan 20 Oktober 2024 mendatang. “ANIES DAMPINGI PRABOWO? GIBRAN BATAL DILANTIK,"" bunyi narasi dalam video tersebut. Sebagaimana diketahui, belakangan memang viral isu yang menyebut jika Gibran Rakabuming Raka batal dilantik jadi Wapres. Isu yang beredar menyebut jika Gibran terbukti sebagai pemilik akun Fufufafa yang banyak melontarkan kalimat hinaan kepada Prabowo. Meski demikian setelah Bisnis melakukan penelusuran, kabar tersebut hoax alias tidak bisa dipertanggung jawabkan kebenarannya. Baca Juga Hingga saat ini, tidak ada atau belum ada kabar resmi yang meyebut Gibran akan digantikan oleh Anies Baswedan. Sebelum Anies, Puan Maharani juga sempat jadi perbincangan karena diisukan menggantikan Gibran Rakabuming Raka menjadi wakil presiden (wapres). Hal ini mencuat setelah dibicarakan oleh Jhon Sitorus di kanal Youtube MPTV berjudul ""Gara-gara FUFUFAFA, Gibran Bisa Gagal Jadi Wakil Presiden"" yang diunggah pada Sabtu (21/9/2024). Dalam video tersebut, Jhon Siturous mengatakan bahwa nama Puan Maharani masuk daftar pengganti Gibran. ""Banyak yang berpendapat bahwa ibu Puan Maharani akan diusulkan menjadi wakil presiden,"" ucap Jhon dikutip pada Kamis (26/9). Namun hingga kini, belum ada pernyataan resmi dari pihak Prabowo Subianto dan Puan Maharani mengenai hal ini. Cek Berita dan Artikel yang lain di Google News Simak berita lainnya seputar topik                                         artikel ini, di sini : "
"Fufufafa, Runtuhnya Moral Anak bangsa - Kompasiana.com","https://fajar.co.id/2024/10/02/gibran-tak-hadiri-pelantikan-dpr-ri-stefan-antonio-sejak-fufufafa-muncul-jarang-banget-kelihatan-ya/","FAJAR.CO.ID, JAKARTA -- Pelantikan dan sidang awal masa jabatan Anggota DPR, MPR dan DPD berlangsung di Komplek Parlemen, Senayan, Jakarta Pusat, Selasa, 1 Oktober 2024. Sidang Awal Masa Jabatan dan Pelantikan Anggota MPR/DPR/DPD RI Periode 2024-2029 dilaksanakan di Gedung Nusantara II, Komplek Parlemen. Sebanyak 580 anggota DPR RI dan 152 anggota DPD RI terpilih dari hasil pemilu legislatif 2024 resmi dilantik. Hanya saja, presiden terpilih Prabowo Subianto yang hadir langsung lagi-lagi tak didampingi wakil presiden terpilih, Gibran Rakabuming Raka. Sejumlah pegiat media sosial mempertanyakan keberadaan Gibran saat pelantikan. Padahal, diketahui momen seperti itu sangat penting dihadiri. Salah satu yang mempertanyakan keberadaan Gibran adalah Stefan Antonio. Melalui akun @StefanAntonio__ di X, pria ini heran dengan ketidakhadiran Gibran. ""Ini serius .. @gibran_tweet kemana si ?? Ada acara penting gitu masa ga dateng ?? Ga mungkin juga ga diundang kan ?? Dia kan Wapres Terpilih loh ..,"" cuit Mas Steff sapaannya, sembari membagikan video Prabowo saat berbincang dengan Puan Maharani saat akan meninggalkan Gedung DPR RI. ""Sejak fufufafa muncul, ni Bocah emang jarang banget keliatan ya ?? Apalagi beduaan dampingin Presiden terpilihnya,"" sambungnya melalui postingan yang telah dilihat lebih dari 76 ribu pengguna aplikasi X. Sebagai tambahan informasi, sejumlah menteri menghadiri pelantikan dan sidang awal masa jabatan Anggota DPR, MPR dan DPD di Gedung Nusantara II, Komplek Parlemen, Senayan, Jakarta Pusat, Selasa, 1 Oktober 2024."
"Cuitan Lawas Kaesang Ucapkan Selamat Ulang Tahun untuk Gibran dan Fufufafa Viral, Netizen: Happy Birthday Pak Wapres!","https://www.thejakartapost.com/indonesia/2024/10/01/prabowo-gibran-in-regular-contact-despite-fufufafa-furor-gerindra.html","Please Update your browser                      Your browser is out of date, and may not be compatible with our website. A list of the most popular web browsers can be found below.                     Just click on the icons to get to the download page.  he Gerindra Party has said that its patron and president-elect Prabowo Subianto is in routine contact with vice-president elect Gibran Rakabuming Raka despite the furor surrounding a hugely controversial social media account linked to the latter.    ""President-elect Prabowo and vice president-elect Gibran communicate regularly to discuss the incoming administration’s cabinet make up,” said Gerindra secretary general Sufmi Dasco Ahmad on Monday, as quoted by Tempo.co. He further said that none of Gibran's inputs have been ruled out by Prabowo, although the former Surakarta mayor has not necessarily singled out any names for a ministerial or deputy ministerial post. Sufmi’s statement came on the back of protracted speculations of frayed ties between Prabowo and Gibran, the son of outgoing President Joko “Jokowi” Widodo, particularly amid mounting accusations on social media that Gibran was the owner of an old account by the name of “Fufufafa” on the internet forum Kaskus, a once-popular online venue for Indonesian youth. The account has in recent weeks been scrutinized by social media users due to several politically incorrect comments that took personal jabs at Prabowo and his family, dating all the way back to 2013. Delivered straight to your inbox three times weekly, this curated briefing provides a concise overview of the day's most important issues, covering a wide range of topics from politics to culture and society. By registering, you agree with The Jakarta Post's                                                                       Privacy Policy                                                               Please check your email for your newsletter subscription.   © 2016 - 2024 PT. Bina Media Tenggara   Or continue login with                            Share your experiences, suggestions, and any issues you've encountered on The Jakarta Post. We're here to listen.                      Thank you for sharing your  thoughts. We appreciate your feedback. Quickly share this news with your network—keep everyone informed with just a single click! Customize your reading experience by adjusting the text size to small, medium, or large—find what’s most comfortable for you.                                              Share the best of The Jakarta Post with friends, family, or colleagues. As a subscriber, you can gift 3 to 5 articles each month that anyone can read—no subscription needed!                                     "
"Gibran Ulang Tahun di Tengah Polemik Fufufafa, Warganet Doakan Begini: Semoga Lo...","https://www.pikiran-rakyat.com/news/pr-018625665/ke-mana-gibran-hilang-usai-polemik-fufufafa-tapi-nonton-konser-bruno-mars",NA
"Cek Fakta: Prabowo Resmi Maju Tanpa Gibran Imbas Akun Fufufafa","https://www.kompasiana.com/chazali/66fc1bcbed6415257249cf52/fufufafa-runtuhnya-moral-anak-bangsa","                 Mantan Ketua DJSN 2011-2015.  Dosen Kebijakan Publik FISIP UNAS; Direktur Social Security Development Institute, Ketua Dewan Pakar Lembaga Anti Fraud Asuransi Indonesia (LAFAI).                 Selanjutnya Tutup Akun fufufafa sedang menjadi trendy di dunia maya maupun perbincangan sehari-hari dikalangan berbagai lapisan masyarakat, termasuk ahli telematika seperti Roy Suryo, yang menyimpulkan bahwa pemilik akun itu diduga keras  Gibran Rakabuming Raka  Wakil Presiden terpilih 2024-2029.  Walaupun Gibran sendiri membantahnya dan Menkominfo juga membantah milik Gibran, tetapi belum dapat membuktikan milik siapa. Sebenarnya menurut Roy Suryo, tim Cyber Polri dapat melacak dan menginvestigasi siapa pemilik akun fufufafa itu. Sangat mudah dan tidak perlu banyak waktu, cukup 2 hari.  Mungkin saja APH (Aparat Penegak Hukum) akan melacak dan mringkus pemilik akun fufufafa sesudah tanggal 20 Oktober 2024 karena berisi hinaan kepada Prabowo Presiden terpilih dan keluarga, dengan kalimat yang tidak senonoh, dan berbau porno. Bahkan ada yang nyerempet kepada persoalan sensitif terkait agama. Kalangan netizen, dan kelompok generasi muda bangsa ini yang jumlahnya lebih dari 50% dari jumlah penduduk, tidak suka dan marah kepada pemilik akun fufufafa. Sepertinya kebebasan penggunaan media sosial yang  begitu leluasa, digunakan untuk kepentingan yang tidak produktif, bahkan menggambarkan sedang rusaknya pola pikir, dan moral generasi muda Indonesia. Ribuan kata-kata di akun fufufafa itu, sepertinya ditulis oleh seseorang yang otaknya penuh comberan, bau busuk, jorok, dan tidak berpendidikan. Lebih berbahaya lagi jika yang membuat akun itu pecandu narkotika, yang suka berhalusinasi, dan kehilangan keseimbangan mental dengan nalar yang dangkal.  Kita yang sempat membacanya beberapa cuitan di akun fufufafa, sudah terasa mual mau muntah, dan sepertinya kita tidak sedang berada di negara yang bernama Indonesia yang penuh sopan santun, tata krama dan menghormati mereka yang lebih tua. Kita tidak usah bicara aspek politik, momentum dimunculkan isi akun fufufafa itu saat ini, menjelang pelantikan Presiden dan Wakil Presiden, atau karena motivasi rasa benci, tidak senang, dan kegeraman terhadap seseorang, tapi marilah kita merenungkannya ""apakah sudah separah itukah mental dan karakter sebagian  generasi muda' dalam interaksi  sosial bermasyarakat. Siapapun yang menyatakan dirinya sebagai orang tua, kerusakan hubungan sosial ini tidak bisa dibiarkan begitu saja. Bagaimana perasaan kita sebagai orang tua, ada anak muda berusia 30-40 tahun menghina, mengata-ngatai, menjelek-jelekan, merendahkan terhadap orang tua berusia 70-75 tahun beserta keluarga secara terbuka di media sosial.  Adat budaya mana dari suku bangsa kita ini yang mengajarkan hal seperti itu?. Jujur saja, itu semua tidak terlepas kesalahan kita sebagai orang tua. Sudah sejauh mana mendidik anak-anak kita. apakah kita orang tua sudah menjadi role model bagi keluarganya? Apakah pola hidup hedon anak-anak kita tidak terlepas karena fasilitas dan peluang yang disediakan oleh orang tua itu sendiri. Kita berharap benar bantahan Gibran, bahwa akun fufufafa itu bukan miliknya. Supaya itu tidak menjadi skandal moral berlevel nasional. Karena Gibran itu disamping Wakil Presiden terpilih,bekas Walikota Solo dan anak Presiden Jokowi. "
"Video: Dengar Lagi Omongan Budi Arie soal Fufufafa","https://www.suara.com/tekno/2024/10/01/144537/cuitan-lawas-kaesang-ucapkan-selamat-ulang-tahun-untuk-gibran-dan-fufufafa-viral-netizen-happy-birthday-pak-wapres","Suara.com - Cuitan lawas putra bungsu Jokowi, Kaesang Pangarep kembali menjadi viral. Dalam cuitan lawasnya tersebut, Kaesang mengucapkan selamat ulang tahun untuk kakaknya, Gibran Rakabuming yang hari ini, Selasa (1/10/2024) berusia 37 tahun. Viral di X, cuitan lawas Kaesang Pangarep ini diunggah oleh akun @JhonSitorus_18 ke laman media sosial tersebut. Menariknya, dalam unggahan tersebut, Kaesang menandai akun lawas Gibran @rkgbrn. Diduga bahwa akun ini memiliki kaitan dengan akun Kaskus Fufufafa yang diduga adalah milik Gibran Rakabuming. Hal tersebut nampak dalam salah satu postingan Fufufafa di media sosial tersebut. ""On this day, tepat 13 tahun yang lalu pada 1 Oktober 2011, Mas Kaesang mengucapkan selamat ulang tahun kepada Ibu Iriana Jokowi dan Mas Gibran, pemilik akun Kaskus Fufufafa. Sehat-sehat ya kalian sekeluarga"" tulis akun tersebut. Baca Juga: Warganet Temukan Kemiripan Profesor yang Beri Gelar Raffi Ahmad dan Gibran Rakabuming Raka Dalam screenshot yang diunggah, Kaesang Pangarep melalui akun @kaesangp mengucapkan selamat ulang tahun untuk sang ibu, Iriana Jokowi serta kakaknya, Gibran Rakabuming. ""Selamat ultah ibuk sama mas @rkgbrn"" tulis Kaesang. Di sisi lain, terlihat di salah satu postingan akun Kaskus Fufufafa, dirinya mengaku memiliki akun X dengan username @rkgbrn. Akun ini sayangnya sudah tidak bisa lagi digunakan karena ia lupa password dan tidak bisa log in. Viral di X, cuitan lawas Kaesang Pangarep ucapkan selamat ulang tahun untuk Gibran Rakabuming dan Fufufafa ini lalu menuai berbagai komentar dari netizen usai diunggah oleh akun @JhonSitorus_18. ""Happy birthday Pak Wapres @gibran_tweet"" balas netizen. Baca Juga: Kelakar Kaesang Kasih Hadiah Jet Pribadi, Buktikan Jurang Ketimpangan Kaya dan Miskin yang Makin Lebar di Era Jokowi ""Kok sepi-sepi aja, padahal ada yang ultah"" komentar akun lainnya. ""Hahaha nongol juga ya bang, jadi inget kan"" ungkap netizen. ""Diingetin terus biar enggak lupa"" tulis akun lainnya membalas. BERITA TERKAIT REKOMENDASI TERKINI FOTO VIDEO"
